country,party_id,year,party_name_short,party_name,rename,English name,leader_name,coalition,reason,party_in_title,movement,ideology,alliance,family_name,family_name_short,left_right,state_market,liberty_authority,exclude,democratization,foundation_year,id
ITA,176,2004,MSFT,Fiamma Tricolore,Movimento Idea Sociale,Social Idea Movement,0,0,split,No party in title,Movement,socialist,0,Right-wing,right,9.5762,4.0871,9.4093,NA,Ist or IInd wave,NA,2
ITA,176,2013,MSFT,Fiamma Tricolore,Destra Sociale,Social Right,0,0,split,No party in title,No reference,socialist,0,Right-wing,right,9.5762,4.0871,9.4093,NA,Ist or IInd wave,NA,3
SVN,179,1989,SDS,Slovenska demokratska stranka,Slovenska demokratska stranka,Slovenian Democratic Party,0,0,foundation,Party in title,NA,Broad reference with country name,0,Christian democracy,chr,6.9996,5.6339,6.7946999999999997,NA,IIIrd wave in EE,1989,1
SVN,179,1992,SDS,Slovenska demokratska stranka,Socialdemokratska stranka Slovenije SDSS,Social Democratic Party of Slovenia,0,0,renamed,Party in title,NA,social-democratic,0,Christian democracy,chr,6.9996,5.6339,6.7946999999999997,NA,IIIrd wave in EE,1989,2
SVN,179,2003,SDS,Slovenska demokratska stranka,Slovenska demokratska stranka,Slovenian Democratic Party,0,0,renamed,Party in title,NA,democratic,0,Christian democracy,chr,6.9996,5.6339,6.7946999999999997,1,IIIrd wave in EE,1989,3
POL,180,2006,LiD,Lewica i Demokraci,Lewica i Demokraci,Left and Democrats,0,1,alliance,No party in title,No reference,left,0,Social democracy,soc,2.6486000000000001,2.6316,2.1901999999999999,NA,IIIrd wave in EE,NA,1
POL,181,1990,X,Partia X,Partia X,Party X,0,0,foundation,Party in title,NA,Name of the region/ ethnic group,0,NA,NA,8.8000000000000007,NA,NA,NA,IIIrd wave in EE,1990,1
DNK,189,1967,VS,Venstresocialisterne,Venstresocialisterne,Left Socialists,0,0,split from SF,No party in title,No reference,left,0,Communist/Socialist,com,0.8,1.4,3,1,Ist or IInd wave,NA,1
LTU,191,2001,LVLS,Lietuvos valstiečių sąjunga,Lietuvos valstiečių liaudininkų sąjunga,Lithuanian Popular Peasants' Union,0,0,merger of NDP and LVP,No party in title,Union,social group,0,Agrarian,agr,3.2686999999999999,3.7152,5.8513999999999999,NA,IIIrd wave in EE,NA,1
LTU,191,2012,LVLS,Lietuvos valstiečių sąjunga,Lietuvos valstiečių ir žaliųjų sąjunga,Lithuanian Farmers and Greens Union,0,0,renamed,No party in title,Union,green,0,Agrarian,agr,3.2686999999999999,3.7152,5.8513999999999999,NA,IIIrd wave in EE,NA,2
CZE,196,1990,SZ,Strana zelených,Strana zelených,Green Party,0,0,foundation,Party in title,NA,green,0,Green/Ecologist,eco,4.1230000000000002,3.8917,1.8595999999999999,1,IIIrd wave in EE,1990,1
FIN,200,1959,SP|P,Suomen Maaseudun Puolue,Suomen Pientalonpoiken Puolue,Small Peasants' Party of Finland,0,0,split from Maal,Party in title,NA,rural,0,Agrarian,agr,6.6330999999999998,4.8745,7.9989999999999997,NA,Ist or IInd wave,NA,1
FIN,200,1966,SP|P,Suomen Maaseudun Puolue,Soumen Maaseudun Puolue,Finnish Rural Party,0,0,renamed,Party in title,NA,rural,0,Agrarian,agr,6.6330999999999998,4.8745,7.9989999999999997,NA,Ist or IInd wave,NA,2
FIN,200,1972,SP|P,Suomen Maaseudun Puolue,Suomen Kansan Yhtenäisyyden Puolue,Finnish People's Unity Party,0,0,split,Party in title,NA,Broad reference with country name,0,Agrarian,agr,6.6330999999999998,4.8745,7.9989999999999997,NA,Ist or IInd wave,NA,3
FIN,200,1995,SP|P,Suomen Maaseudun Puolue,Perussuomalaiset – Sannfinländarna,True Finns,0,0,successor,No party in title,No reference,Broad reference with country name,0,Agrarian,agr,6.6330999999999998,4.8745,7.9989999999999997,NA,Ist or IInd wave,NA,4
FIN,200,2017,SP|P,Suomen Maaseudun Puolue,Uusi vaihtoehto,New Alternative,0,0,split,No party in title,No reference,Broad reference,0,Agrarian,agr,6.6330999999999998,4.8745,7.9989999999999997,NA,Ist or IInd wave,NA,5
LVA,203,1993,TB,Tēvzemei un Brīvībai,Tēvzemei un Brīvībai,For Fatherland and Freedom,0,0,foundation,No party in title,No reference,Broad reference to values,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,1993,1
POL,207,1992,SRP,Samoobrona Rzeczypospolitej Polskiej,Samoobrona Rzeczypospolitej Polskiej,Self-Defence of the Republic of Poland,0,0,foundation,No party in title,No reference,Broad reference with action verb,0,Agrarian,agr,3.9969999999999999,2.008,7.3253000000000004,NA,IIIrd wave in EE,1992,1
DNK,211,1945,RV,Det Radikale Venstre,Det Radikale Venstre,Radical Left,0,0,foundation,No party in title,No reference,left,0,Communist/Socialist,com,0.8,1.4,3,NA,Ist or IInd wave,1905,1
DNK,211,2007,RV,Det Radikale Venstre,Ny Alliance,New Alliance,0,0,split,No party in title,Alliance,liberal,0,Liberal,lib,4.8735999999999997,5.318,2.3902999999999999,1,Ist or IInd wave,1905,2
NLD,212,1975,RPF,Reformatorische Politieke Federati,Reformatorische Politieke Federati,Reformatory Political Federation,0,0,split from ARP,No party in title,Federation,reformist,0,Christian democracy,chr,8.2963000000000005,6,8.5455000000000005,NA,Ist or IInd wave,NA,1
FRA,213,1972,MR,Mouvement réformateur,Mouvement réformateur,Reformist Movement,0,1,alliance,No party in title,Movement,reformist,1,Christian democracy,chr,5.8695000000000004,5.9852,5.4032999999999998,1,Ist or IInd wave,NA,1
EST,219,2006,EER,Erakond Eestimaa Rohelised,Erakond Eestimaa Rohelised,Party of Estonia Greens,0,0,foundation,No party in title,green,green,0,Green/Ecologist,eco,2.5,2.5,1.8,NA,IIIrd wave in EE,2006,1
SVK,220,1999,Smer,Smer – sociálna demokracia,Smer – tretia cesta,Direction (Third Way),0,0,split from SDL,No party in title,No reference,Broad reference with action verb,0,Social democracy,soc,3.3799000000000001,3.5124,3.6547999999999998,NA,IIIrd wave in EE,NA,1
SVK,220,2004,Smer,Smer – sociálna demokracia,Smer – tretia cesta,Direction (Third Way),0,0,merged with SDL,No party in title,No reference,Broad reference with action verb,0,Social democracy,soc,3.3799000000000001,3.5124,3.6547999999999998,1,IIIrd wave in EE,NA,2
SVK,220,2005,Smer,Smer – sociálna demokracia,Smer – sociálna demokracia,Direction –  Social Democracy,0,0,SDA and SDSS joined,No party in title,No reference,social-democratic,0,Social democracy,soc,3.3799000000000001,3.5124,3.6547999999999998,NA,IIIrd wave in EE,NA,3
SVK,220,2020,Hlas–SD,Hlas – sociálna demokracia,Hlas – sociálna demokracia,Voice – Social Democracy,0,0,split from Smer–SD,No party in title,NA,social democracy,0,Social democracy,soc,NA,NA,NA,NA,IIIrd wave in EE,NA,4
BEL,221,2007,LD|LDD,"Lijst Dedecker | Libertair, Direct, Democratisch",Lijst Dedecker,Dedecker’s List,1,0,foundation,No party in title,List,name of the leader,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,2007,1
BEL,221,2011,LD|LDD,"Lijst Dedecker | Libertair, Direct, Democratisch","Libertair, Direct, Democratisch","Libertarian, Direct, Democratic",0,0,renamed,No party in title,No reference,libertarian,0,Liberal,lib,6,6.7,3.6,1,Ist or IInd wave,2007,2
ITA,226,2002,UC,Unione / Centro,Unione dei Democratici Cristiani e Democratici di Centro,Union of Christian and Centre Democrats,0,0,merger,No party in title,Union,centrist,0,Christian democracy,chr,6.1092000000000004,5.1181,7.8037999999999998,NA,Ist or IInd wave,NA,1
ITA,226,2008,UC,Unione / Centro,Unione di Centro,Union of the Centre,0,1,alliance,No party in title,Union,centrist,1,Christian democracy,chr,6.1092000000000004,5.1181,7.8037999999999998,NA,Ist or IInd wave,NA,2
ITA,226,2017,UC,Unione / Centro,Noi con l'Italia-Unione di Centro,Us with Italy – Union of the Centre,0,1,alliance,No party in title,Union,centrist,1,Christian democracy,chr,6.1092000000000004,5.1181,7.8037999999999998,NA,Ist or IInd wave,NA,3
FIN,229,1986,Deva,Demokraattinen Vaihtoehto – Demokratiskt Alternativs,Demokraattinen Vaihtoehto – Demokratiskt Alternativs,Democratic Alternative,0,0,split from SKDL,No party in title,Alternative,democracy,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,NA,1
NLD,235,1977,CDA,Christen Democratisch Appèl,Christen Democratisch Appèl,Christian Democratic Appeal,0,1,"Alliance ARP, CHU, KVP",No party in title,Appeal,christian,1,Christian democracy,chr,5.9375999999999998,5.8848,6.6882000000000001,NA,Ist or IInd wave,NA,1
NLD,235,1980,CDA,Christen Democratisch Appèl,Christen Democratisch Appèl,Christian Democratic Appeal,0,0,"ARP, CHU, KVP merged",No party in title,Appeal,christian,0,NA,NA,NA,NA,NA,1,Ist or IInd wave,NA,2
NLD,235,2023,NSC,Nieuw Sociaal Contract,Nieuw Sociaal Contract,New Social Contract,0,0,split from CDA,No party in title,NA,Broad reference,0,Christian democracy,chr,NA,NA,NA,NA,Ist or IInd wave,NA,3
LVA,239,1991,KDS,Kristīgi demokrātiskā savienība,Kristīgi demokrātiskā savienība,Christian Democratic Union,0,0,foundation,No party in title,Union,christian,0,Christian democracy,chr,6.2,5.7,7.1,NA,IIIrd wave in EE,1991,1
ITA,242,1947,PSDI,Partito Socialista Democratico Italiano,Partito Socialista dei Lavoratori Italiani,Socialist Party of Italian Workers,0,0,split from PSI,Party in title,NA,socialist,0,Social democracy,soc,4.6205999999999996,3.915,2.99,NA,Ist or IInd wave,NA,1
ITA,242,1952,PSDI,Partito Socialista Democratico Italiano,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,0,0,PSU joined,Party in title,NA,socialist,0,Social democracy,soc,4.6205999999999996,3.915,2.99,1,Ist or IInd wave,NA,2
ITA,242,2004,PSDI,Partito Socialista Democratico Italiano,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,0,0,refoundation,Party in title,NA,socialist,0,Social democracy,soc,4.6205999999999996,3.915,2.99,NA,Ist or IInd wave,NA,3
EST,243,1992,RKI,"Rahvuslik Koonderakond ""Isamaa""","Rahvuslik Koonderakond ""Isamaa""","National Consolidated Party ""Fatherland""",0,1,"alliance between KDE Kristlik-Demokraatlik Erakond, KDL Kristlik-Demokraatlik Liit, KR Konservatiivne Rahvaerakond, VK Vabariiklaste Koonderakond, LDP Liberaaldemokraatlik Partei, ELL Eesti Liberaldemokraatlik Liit",Party in title,NA,national,1,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,NA,1
EST,243,1994,RKI,"Rahvuslik Koonderakond ""Isamaa""","Rahvuslik Koonderakond ""Isamaa""","National Consolidated Party ""Fatherland""",0,1,"alliance between KDE Kristlik-Demokraatlik Erakond, KDL Kristlik-Demokraatlik Liit, KR Konservatiivne Rahvaerakond, VK Vabariiklaste Koonderakond, ELL Eesti Liberaldemokraatlik Liit",Party in title,NA,national,1,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,NA,2
PRT,251,1974,CDS-PP,Centro Democrático e Social,Centro Democrático e Social,Social and Democratic Center,0,0,foundation,No party in title,centre,social,0,Christian democracy,chr,8.0221999999999998,8.1963,8.9916,NA,IIIrd wave in SE,1974,1
PRT,251,1993,CDS-PP,Centro Democrático e Social,Centro Democrático e Social – Partido Popular,Social and Democratic Center  – People’s Party,0,0,renamed,Party in title,NA,social,0,Christian democracy,chr,8.0221999999999998,8.1963,8.9916,NA,IIIrd wave in SE,1974,2
GRC,252,1979,KDS,Komma Dimokratikou Socialismou,Komma Dimokratikou Socialismou,Party of Democratic Socialism,0,0,split from EDIK,Party in title,NA,socialist,0,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in SE,NA,1
GRC,252,1989,KDS,Komma Dimokratikou Socialismou,Synaspismós tīs Aristerás tōn Kinīmátōn kai tīs Oikologías,"Coalition of the Left, of Movements and Ecology",0,1,joined,No party in title,Coalition,socialist,1,Social democracy,soc,3.3,3.5,3.5,NA,IIIrd wave in SE,NA,2
BEL,256,1971,PA-PTB,Alle Macht Aan De Arbeiders,Alle Macht Aan De Arbeiders,All Power to the Workers,0,0,foundation,No party in title,No reference,Social group with action verb,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1971,1
BEL,256,1979,PA-PTB,Alle Macht Aan De Arbeiders,Partij van de Arbeid van België,Workers' Party of Belgium,0,0,renaming,Party in title,NA,Social group with action verb,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1971,2
FRA,259,1989,CPNT,"Chasse, pêche, nature, traditions","Chasse, pêche, nature, traditions","Hunting, Fishing, Nature and Traditions",0,0,foundation,No party in title,No reference,Broad reference to values,1,Agrarian,agr,7.8,7.25,7.875,NA,Ist or IInd wave,1989,1
FRA,259,2015,CPNT,"Chasse, pêche, nature, traditions",Union pour la France,Union for France,0,1,alliance,No party in title,Union,Broad reference with country name,1,Agrarian,agr,7.8,7.25,7.875,1,Ist or IInd wave,1989,2
FRA,259,2019,CPNT,"Chasse, pêche, nature, traditions",Le Mouvement de la ruralité,Rurality Movement,0,0,renamed,No party in title,Movement,rural,0,Agrarian,agr,7.8,7.25,7.875,NA,Ist or IInd wave,1989,3
LVA,267,1994,TKL-ZP,Tautas Kustība Latvijai – Zīgerista Partija,Tautas Kustība Latvijai – Zīgerista Partija,People's Movement for Latvia - Seegerist Party,1,0,split from LNNK,No party in title,Movement,name of the leader,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,NA,1
FRA,270,1974,FN,Front national,Parti des forces nouvelles,Party of New Forces,0,0,split from FN,No party in title,Front,national,0,Right-wing,right,9.6853999999999996,7.4011,9.2888999999999999,NA,Ist or IInd wave,NA,1
FRA,270,2018,FN,Front national,Rassemblement National,National Rally,0,0,renamed,No party in title,Rally,national,0,Right-wing,right,9.6853999999999996,7.4011,9.2888999999999999,NA,Ist or IInd wave,NA,2
HRV,276,1989,HDZ,Hrvatska demokratska zajednica,Hrvatska demokratska zajednica,Croatian Democratic Community,0,0,foundation,No party in title,Union,Broad reference with country name,0,Christian democracy,chr,7.1052999999999997,5.7018,6.9298000000000002,NA,IIIrd wave in EE,1989,1
HRV,276,1997,HDZ,Hrvatska demokratska zajednica,Hrvatska pučka stranka,Croatian Popular Party,0,0,split,No party in title,Union,Broad reference with country name,0,Christian democracy,chr,7.1052999999999997,5.7018,6.9298000000000002,NA,IIIrd wave in EE,1989,2
HRV,276,2000,HDZ,Hrvatska demokratska zajednica,Demokratski centar,Democratic Centre,0,0,split,No party in title,centre,Broad reference with country name,0,Christian democracy,chr,7.1052999999999997,5.7018,6.9298000000000002,NA,IIIrd wave in EE,1989,3
HRV,276,2002,HDZ,Hrvatska demokratska zajednica,Hrvatski blok,Croatian Bloc,0,0,split,No party in title,Block,Broad reference with country name,0,Christian democracy,chr,7.1052999999999997,5.7018,6.9298000000000002,NA,IIIrd wave in EE,1989,4
IRL,280,1945,FF,Fianna Fáil,Fianna Fáil,Soldiers of Destiny,0,0,foundation,No party in title,No reference,Broad reference to values,0,Conservative,con,6.0712999999999999,5.8991,6.9897999999999998,NA,Ist or IInd wave,1926,1
IRL,280,1985,FF,Fianna Fáil,Progressive Democrats,Progressive Democrats,0,0,split,No party in title,No reference,Broad reference to values,0,Conservative,con,6.0712999999999999,5.8991,6.9897999999999998,NA,Ist or IInd wave,1926,2
SWE,282,1964,KD,Kristdemokratiska Samhällspartiet,Kristen demokratisk samling,Christian Democratic Unity,0,0,foundation,Party in title,NA,christian,0,Christian democracy,chr,7.1950000000000003,6.7938,7.9996999999999998,NA,Ist or IInd wave,1964,1
SWE,282,1987,KD,Kristdemokratiska Samhällspartiet,Kristdemokratiska Samhällspartiet,Christian Democratic Social Party,0,0,renamed,Party in title,NA,christian,0,Christian democracy,chr,7.1950000000000003,6.7938,7.9996999999999998,NA,Ist or IInd wave,1964,2
SWE,282,1995,KD,Kristdemokratiska Samhällspartiet,Kristdemokraterna,Christian Democrats,0,0,renamed,No party in title,No reference,christian,0,Christian democracy,chr,7.1950000000000003,6.7938,7.9996999999999998,NA,Ist or IInd wave,1964,3
FRA,285,1986,droite,droite,droite,Right,0,0,successor,No party in title,No reference,right,0,Conservative,con,7.6582999999999997,9,9,NA,Ist or IInd wave,NA,1
BEL,290,1946,VU|CVV,Christelijke Vlaamse Volksunie,Christelijke Vlaamse Volksunie,Christian Flemish People's Union,0,0,foundation,No party in title,Union,christian/people’s party,NA,NA,NA,NA,NA,NA,NA,Ist or IInd wave,1946,1
BEL,290,1949,VU|CVV,Volksunie,Volksunie,People's Union,0,0,successor CVV,No party in title,Union,people's party,0,Right-wing,right,6.5320999999999998,5.8809,6.06,NA,Ist or IInd wave,1946,2
BEL,290,1989,VU|CVV,Volksunie,Volksunie-Vlaamse Vrije Democraten ,People's Union-Flemish Free Democrats ,0,0,renamed,No party in title,Union,free democrats,0,Right-wing,right,6.5320999999999998,5.8809,6.06,NA,Ist or IInd wave,1946,3
BEL,290,1995,VU|CVV,Volksunie,Volksunie,People's Union,0,0,renamed,No party in title,Union,people's party,0,Right-wing,right,6.5320999999999998,5.8809,6.06,NA,Ist or IInd wave,1946,4
NLD,300,1945,ARP,Anti-Revolutionaire Partij,Anti-Revolutionaire Partij,Anti-Revolutionary Party,0,0,foundation,Party in title,NA,Broad reference with action verb,0,Christian democracy,chr,5.8067000000000002,5.6933,6.7724000000000002,NA,Ist or IInd wave,1879,1
NLD,300,1975,ARP,Anti-Revolutionaire Partij,Christen Democratisch Appèl,Christian Democratic Appeal,0,1,alliance,No party in title,Appeal,christian,1,Christian democracy,chr,5.8067000000000002,5.6933,6.7724000000000002,1,Ist or IInd wave,1879,2
DNK,306,1989,En-O,Enhedslisten – De Rød-Grønne,Enhedslisten – De Rød-Grønne,The Unity List – The Red–Greens,0,1,"alliance between VS, SAP and DKP",No party in title,List,green,1,Communist/Socialist,com,0.89119999999999999,1.2012,1.7524,NA,Ist or IInd wave,NA,1
CHE,308,2004,GPL-PVL,Grünliberale Partei der Schweiz – Parti Vert-Libéral,Grünliberale Partei der Schweiz – Parti Vert-Libéral,Green Liberal Party in Switzerland,0,0,split from Grue,Party in title,NA,green,0,Green/Ecologist,eco,2.5,2.5,1.8,NA,Ist or IInd wave,NA,1
LVA,309,1994,LSP,Latvijas Sociālistiskā partija,Latvijas Sociālistiskā partija,Socialist Party of Latvia,0,0,successor of LKP,Party in title,NA,socialist,0,Communist/Socialist,com,1.25,2.1093,5.5837000000000003,NA,IIIrd wave in EE,NA,1
LUX,310,1983,Greng,"Gréng Lëscht Ekologesch Initiativ - Déi Gréng Alternativ/ Liste Verte, Initiative Écologiste - Parti de l’Alternative Verte",Gréng Alternativ Partei,Green Alternative Party,0,0,foundation,Party in title,NA,green,0,Green/Ecologist,eco,2.5,1.5789,0.78949999999999998,NA,Ist or IInd wave,1983,1
LUX,310,1985,Greng,"Gréng Lëscht Ekologesch Initiativ - Déi Gréng Alternativ/ Liste Verte, Initiative Écologiste - Parti de l’Alternative Verte",Gréng Lëscht Ekologesch Initiativ,Green List Ecological Initiative,0,0,split,Party in title,NA,green,0,Green/Ecologist,eco,2.5,1.5789,0.78949999999999998,NA,Ist or IInd wave,1983,2
LUX,310,1994,Greng,"Gréng Lëscht Ekologesch Initiativ - Déi Gréng Alternativ/ Liste Verte, Initiative Écologiste - Parti de l’Alternative Verte",Gréng Lëscht Ekologesch Initiativ - Déi Gréng Alternativ,Green List Ecological Initiative - Green Alternative Party,0,1,alliance GLEI and GAP,No party in title,Alternative,green,1,Green/Ecologist,eco,2.5,1.5789,0.78949999999999998,NA,Ist or IInd wave,1983,3
